"Rank","Name","Team","POS","G","ATT","YDS","TD","YACO","MTF","EXP","RTE","TGT","REC","YDS","TD","YAC","YACO","MTF","EXP","TOUCH","YFS","TD","MTF","YACO","YPC","YACO/ATT","MTF/ATT","EXP RUN %","YPRR","YPT","YAC/REC","YACO/REC","MTF/REC","EXP REC %","YFS/TOUCH","MTF/TOUCH","YACO/TOUCH","EXP PLAY %","RuYDS/G","RecYDS/G","YFS/G","FP/G","FP","XFP","XFP/G"
"465","Tylan Wallace","BLT","WR","13","0","0","0","-","0","0","53","5","2","23","0","14","9","2","0","2","23","0","2","9","-","-","0.00","0.0%","0.43","4.60","7.00","4.50","1.00","0.0%","11.50","1.00","4.50","0.0%","0.0","1.8","1.8","0.3","4.3","7.6","0.6"
"466","Dezmon Patmon","IND","WR","9","0","0","0","-","0","0","26","4","2","21","1","3","2","0","0","2","21","1","0","2","-","-","0.00","0.0%","0.81","5.25","1.50","1.00","0.00","0.0%","10.50","0.00","1.00","0.0%","0.0","2.3","2.3","1.1","10.1","6.9","0.8"
"467","Cethan Carter","MIA","TE","12","0","0","0","-","0","0","11","2","2","16","0","7","2","0","0","2","16","0","0","2","-","-","0.00","0.0%","1.45","8.00","3.50","1.00","0.00","0.0%","8.00","0.00","1.00","0.0%","0.0","1.3","1.3","0.3","3.6","2.8","0.2"
"468","Racey McMath","TEN","WR","9","0","0","0","-","0","0","44","5","2","8","0","9","-","1","0","2","8","0","1","0","-","-","0.00","0.0%","0.18","1.60","4.50","-","0.50","0.0%","4.00","0.50","0.00","0.0%","0.0","0.9","0.9","0.2","1.8","7.8","0.9"
"469","Dazz Newsome","CHI","WR","3","0","0","0","-","0","0","54","4","2","23","0","17","10","2","0","2","23","0","2","10","-","-","0.00","0.0%","0.43","5.75","8.50","5.00","1.00","0.0%","11.50","1.00","5.00","0.0%","0.0","7.7","7.7","1.4","4.3","5.7","1.9"
"470","C.J. Saunders","CAR","WR","2","0","0","0","-","0","0","15","2","2","11","0","0","1","0","0","2","11","0","0","1","-","-","0.00","0.0%","0.73","5.50","0.00","0.50","0.00","0.0%","5.50","0.00","0.50","0.0%","0.0","5.5","5.5","1.6","3.1","2.8","1.4"
"471","Ryan Nall","CHI","RB","7","1","4","0","-1","0","0","8","1","1","4","0","0","-","0","0","2","8","0","0","-1","4.00","-1.00","0.00","0.0%","0.50","4.00","0.00","-","0.00","0.0%","4.00","0.00","-0.50","0.0%","0.6","0.6","1.1","0.3","1.8","1.8","0.3"
"472","Marcus Kemp","KC","WR","16","0","0","0","-","0","0","25","5","2","24","0","9","5","0","0","2","24","0","0","5","-","-","0.00","0.0%","0.96","4.80","4.50","2.50","0.00","0.0%","12.00","0.00","2.50","0.0%","0.0","1.5","1.5","0.3","4.4","9.9","0.6"
"473","Tyrell Williams","DET","WR","1","0","0","0","-","0","0","21","3","2","14","0","8","4","0","0","2","14","0","0","4","-","-","0.00","0.0%","0.67","4.67","4.00","2.00","0.00","0.0%","7.00","0.00","2.00","0.0%","0.0","14.0","14.0","3.4","3.4","5.9","5.9"
"474","Jake Funk","LA","RB","6","2","5","0","5","0","0","12","0","0","0","0","0","-","0","0","2","5","0","0","5","2.50","2.50","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","2.50","0.00","2.50","0.0%","0.8","0.0","0.8","0.1","0.5","1.3","0.2"
"475","Jaydon Mickens","TB, JAX","WR","11","0","0","0","-","0","0","7","3","2","10","0","3","-","0","0","2","10","0","0","0","-","-","0.00","0.0%","1.43","3.33","1.50","-","0.00","0.0%","5.00","0.00","0.00","0.0%","0.0","0.9","0.9","0.3","3.0","5.8","0.5"
"476","Richard Rodgers","PHI","TE","3","0","0","0","-","0","0","16","2","2","11","0","12","7","0","0","2","11","0","0","7","-","-","0.00","0.0%","0.69","5.50","6.00","3.50","0.00","0.0%","5.50","0.00","3.50","0.0%","0.0","3.7","3.7","1.0","3.1","4.4","1.5"
"477","Jake Kumerow","BUF","WR","15","0","0","0","-","0","0","43","5","2","28","0","9","5","0","0","2","28","0","0","5","-","-","0.00","0.0%","0.65","5.60","4.50","2.50","0.00","0.0%","14.00","0.00","2.50","0.0%","0.0","1.9","1.9","0.3","4.8","11.7","0.8"
"478","Devine Ozigbo","NO","RB","2","1","-3","0","1","2","0","9","1","1","7","0","4","1","0","0","2","4","0","2","2","-3.00","1.00","2.00","0.0%","0.78","7.00","4.00","1.00","0.00","0.0%","2.00","1.00","1.00","0.0%","-1.5","3.5","2.0","0.7","1.4","2.4","1.2"
"479","Mike Strachan","IND","WR","6","0","0","0","-","0","0","38","3","2","26","0","0","-","0","0","2","26","0","0","0","-","-","0.00","0.0%","0.68","8.67","0.00","-","0.00","0.0%","13.00","0.00","0.00","0.0%","0.0","4.3","4.3","0.8","4.6","7.8","1.3"
"480","Trenton Irwin","CIN","WR","7","0","0","0","-","0","0","49","5","2","34","0","6","2","0","1","2","34","0","0","2","-","-","0.00","0.0%","0.69","6.80","3.00","1.00","0.00","50.0%","17.00","0.00","1.00","50.0%","0.0","4.9","4.9","0.8","5.4","8.5","1.2"
"481","Ethan Wolf","NO","TE","2","0","0","0","-","0","0","6","2","2","8","0","6","4","0","0","2","8","0","0","4","-","-","0.00","0.0%","1.33","4.00","3.00","2.00","0.00","0.0%","4.00","0.00","2.00","0.0%","0.0","4.0","4.0","1.4","2.8","2.9","1.4"
"482","Daniel Brown","NYJ","TE","11","0","0","0","-","0","0","23","2","2","29","0","21","3","0","1","2","29","0","0","3","-","-","0.00","0.0%","1.26","14.50","10.50","1.50","0.00","50.0%","14.50","0.00","1.50","50.0%","0.0","2.6","2.6","0.4","4.9","2.8","0.3"
"483","Trent Taylor","CIN","WR","4","0","0","0","-","0","0","27","3","2","41","0","6","-","0","1","2","41","0","0","0","-","-","0.00","0.0%","1.52","13.67","3.00","-","0.00","50.0%","20.50","0.00","0.00","50.0%","0.0","10.3","10.3","1.5","6.1","4.7","1.2"
"484","Jacques Patrick","SF","RB","1","2","12","0","2","0","0","3","0","0","0","0","0","-","0","0","2","12","0","0","2","6.00","1.00","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","6.00","0.00","1.00","0.0%","12.0","0.0","12.0","1.2","1.2","0.9","0.9"
"485","Kenny Yeboah","NYJ","TE","4","0","0","0","-","0","0","24","3","2","36","0","4","1","0","1","2","36","0","0","1","-","-","0.00","0.0%","1.50","12.00","2.00","0.50","0.00","50.0%","18.00","0.00","0.50","50.0%","0.0","9.0","9.0","1.4","5.6","5.5","1.4"
"486","Raheem Mostert","SF","RB","1","2","20","0","16","1","0","1","0","0","0","0","0","-","0","0","2","20","0","1","16","10.00","8.00","0.50","0.0%","0.00","-","0.00","-","0.00","0.0%","10.00","0.50","8.00","0.0%","20.0","0.0","20.0","2.0","2.0","1.0","1.0"
"487","Davion Davis","HST","WR","2","0","0","0","-","0","0","13","3","1","17","0","14","5","0","0","1","17","0","0","5","-","-","0.00","0.0%","1.31","5.67","14.00","5.00","0.00","0.0%","17.00","0.00","5.00","0.0%","0.0","8.5","8.5","1.4","2.7","4.2","2.1"
"488","Tarik Black","NYJ","WR","1","0","0","0","-","0","0","13","2","1","10","0","-2","-","0","0","1","10","0","0","0","-","-","0.00","0.0%","0.77","5.00","-2.00","-","0.00","0.0%","10.00","0.00","0.00","0.0%","0.0","10.0","10.0","2.0","2.0","3.1","3.1"
"489","Darrell Daniels","ARZ","TE","15","0","0","0","-","0","0","66","4","1","0","0","2","1","0","0","1","0","0","0","1","-","-","0.00","0.0%","0.00","-","2.00","1.00","0.00","0.0%","0.00","0.00","1.00","0.0%","0.0","0.0","0.0","0.1","1.0","7.9","0.5"
"490","Nick Bawden","NYJ","RB","8","0","0","0","-","0","0","14","1","1","20","0","10","2","0","1","1","20","0","0","2","-","-","0.00","0.0%","1.43","20.00","10.00","2.00","0.00","100.0%","20.00","0.00","2.00","100.0%","0.0","2.5","2.5","0.4","3.0","1.4","0.2"
"491","Tommylee Lewis","MIA","WR","2","0","0","0","-","0","0","2","2","1","7","0","11","2","0","0","1","7","0","0","2","-","-","0.00","0.0%","3.50","3.50","11.00","2.00","0.00","0.0%","7.00","0.00","2.00","0.0%","0.0","3.5","3.5","0.9","1.7","2.9","1.4"
"492","Deon Yelder","TB","TE","2","0","0","0","-","0","0","4","1","1","0","0","4","2","0","0","1","0","0","0","2","-","-","0.00","0.0%","0.00","-","4.00","2.00","0.00","0.0%","0.00","0.00","2.00","0.0%","0.0","0.0","0.0","0.5","1.0","1.8","0.9"
"493","Frank Darby","ATL","WR","7","0","0","0","-","0","0","13","4","1","14","0","12","8","2","0","1","14","0","2","8","-","-","0.00","0.0%","1.08","3.50","12.00","8.00","2.00","0.0%","14.00","2.00","8.00","0.0%","0.0","2.0","2.0","0.3","2.4","8.0","1.1"
"494","Nick Boyle","BLT","TE","5","0","0","0","-","0","0","28","2","1","2","0","0","-","0","0","1","2","0","0","0","-","-","0.00","0.0%","0.07","1.00","0.00","-","0.00","0.0%","2.00","0.00","0.00","0.0%","0.0","0.4","0.4","0.2","1.2","3.9","0.8"
"495","Johnny Mundt","LA","TE","6","0","0","0","-","0","0","27","1","1","9","0","2","1","0","0","1","9","0","0","1","-","-","0.00","0.0%","0.33","9.00","2.00","1.00","0.00","0.0%","9.00","0.00","1.00","0.0%","0.0","1.5","1.5","0.3","1.9","1.5","0.3"
"496","Eric Tomlinson","BLT","TE","17","0","0","0","-","0","0","63","1","1","7","0","5","3","0","0","1","7","0","0","3","-","-","0.00","0.0%","0.11","7.00","5.00","3.00","0.00","0.0%","7.00","0.00","3.00","0.0%","0.0","0.4","0.4","0.1","1.7","1.4","0.1"
"497","Nathan Cottrell","JAX","RB","3","1","3","0","6","1","0","0","0","0","0","0","0","-","0","0","1","3","0","1","6","3.00","6.00","1.00","0.0%","0.00","-","0.00","-","0.00","0.0%","3.00","1.00","6.00","0.0%","1.0","0.0","1.0","0.1","0.3","0.5","0.2"
"498","Daniel Helm","LV","TE","8","0","0","0","-","0","0","10","2","1","-1","0","1","1","0","0","1","-1","0","0","1","-","-","0.00","0.0%","-0.10","-0.50","1.00","1.00","0.00","0.0%","-1.00","0.00","1.00","0.0%","0.0","-0.1","-0.1","0.1","0.9","4.8","0.6"
"499","Diontae Spencer","DEN","WR","15","0","0","0","-","0","0","29","4","1","-3","0","-1","-1","0","0","1","-3","0","0","-1","-","-","0.00","0.0%","-0.10","-0.75","-1.00","-1.00","0.00","0.0%","-3.00","0.00","-1.00","0.0%","0.0","-0.2","-0.2","-0.1","-1.3","7.3","0.5"
"500","Alex Bachman","NYG","WR","3","1","-3","0","-","0","0","19","0","0","0","0","0","-","0","0","1","-3","0","0","0","-3.00","-","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","-3.00","0.00","0.00","0.0%","-1.0","0.0","-1.0","-0.1","-0.3","0.1","0.0"
"501","Marvin Hall","ATL","WR","2","0","0","0","-","0","0","7","1","1","10","0","5","1","0","0","1","10","0","0","1","-","-","0.00","0.0%","1.43","10.00","5.00","1.00","0.00","0.0%","10.00","0.00","1.00","0.0%","0.0","5.0","5.0","1.0","2.0","1.6","0.8"
"502","Seth Williams","DEN","WR","2","0","0","0","-","0","0","26","1","1","34","0","5","5","0","1","1","34","0","0","5","-","-","0.00","0.0%","1.31","34.00","5.00","5.00","0.00","100.0%","34.00","0.00","5.00","100.0%","0.0","17.0","17.0","2.2","4.4","4.3","2.2"
"503","Ito Smith","DAL","RB","1","1","4","1","2","0","0","1","0","0","0","0","0","-","0","0","1","4","1","0","2","4.00","2.00","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","4.00","0.00","2.00","0.0%","4.0","0.0","4.0","6.4","6.4","2.2","2.2"
"504","Andy Isabella","ARZ","WR","6","0","0","0","-","0","0","23","1","1","13","0","7","3","0","0","1","13","0","0","3","-","-","0.00","0.0%","0.57","13.00","7.00","3.00","0.00","0.0%","13.00","0.00","3.00","0.0%","0.0","2.2","2.2","0.4","2.3","1.4","0.2"
"505","Kirk Merritt","MIA","WR","1","0","0","0","-","0","0","7","3","1","13","0","8","5","0","0","1","13","0","0","5","-","-","0.00","0.0%","1.86","4.33","8.00","5.00","0.00","0.0%","13.00","0.00","5.00","0.0%","0.0","13.0","13.0","2.3","2.3","5.9","5.9"
"506","Maurice Ffrench","LAC","WR","2","1","3","0","-","0","0","0","0","0","0","0","0","-","0","0","1","3","0","0","0","3.00","-","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","3.00","0.00","0.00","0.0%","1.5","0.0","1.5","0.2","0.3","0.5","0.2"
"507","Hunter Long","MIA","TE","7","0","0","0","-","0","0","19","3","1","8","0","5","1","0","0","1","8","0","0","1","-","-","0.00","0.0%","0.42","2.67","5.00","1.00","0.00","0.0%","8.00","0.00","1.00","0.0%","0.0","1.1","1.1","0.3","1.8","4.4","0.6"
"508","Miles Boykin","BLT","WR","5","0","0","0","-","0","0","10","1","1","6","0","0","-","0","0","1","6","0","0","0","-","-","0.00","0.0%","0.60","6.00","0.00","-","0.00","0.0%","6.00","0.00","0.00","0.0%","0.0","1.2","1.2","0.3","1.6","3.3","0.7"
"509","Kevin White","NO","WR","5","0","0","0","-","0","0","24","5","1","38","0","10","4","0","1","1","38","0","0","4","-","-","0.00","0.0%","1.58","7.60","10.00","4.00","0.00","100.0%","38.00","0.00","4.00","100.0%","0.0","7.6","7.6","1.0","4.8","10.1","2.0"
"510","Keke Coutee","IND","WR","2","0","0","0","-","0","0","19","1","1","5","0","0","-","0","0","1","5","0","0","0","-","-","0.00","0.0%","0.26","5.00","0.00","-","0.00","0.0%","5.00","0.00","0.00","0.0%","0.0","2.5","2.5","0.8","1.5","3.3","1.6"
"511","Nate McCrary","BLT","RB","1","1","-1","0","2","0","0","1","0","0","0","0","0","-","0","0","1","-1","0","0","2","-1.00","2.00","0.00","0.0%","0.00","-","0.00","-","0.00","0.0%","-1.00","0.00","2.00","0.0%","-1.0","0.0","-1.0","-0.1","-0.1","0.5","0.5"
"512","Easop Winston","NO","WR","3","0","0","0","-","0","0","5","1","1","5","0","9","-","0","0","1","5","0","0","0","-","-","0.00","0.0%","1.00","5.00","9.00","-","0.00","0.0%","5.00","0.00","0.00","0.0%","0.0","1.7","1.7","0.5","1.5","2.1","0.7"
"513","Brycen Hopkins","LA","TE","5","0","0","0","-","0","0","14","1","1","9","0","6","5","0","0","1","9","0","0","5","-","-","0.00","0.0%","0.64","9.00","6.00","5.00","0.00","0.0%","9.00","0.00","5.00","0.0%","0.0","1.8","1.8","0.4","1.9","1.4","0.3"
